dteday,cnt,temp
2011-01-04,35,0.2
2011-01-04,11,0.2
2011-01-05,6,0.226957
2011-01-05,6,0.226957
2011-01-05,2,0.226957
2011-01-05,2,0.226957
2011-01-05,3,0.226957
2011-01-05,33,0.226957
2011-01-05,88,0.226957
2011-01-05,195,0.226957
2011-01-05,115,0.226957
2011-01-05,57,0.226957
2011-01-05,46,0.226957
2011-01-05,79,0.226957
2011-01-05,71,0.226957
2011-01-05,62,0.226957
2011-01-05,62,0.226957
2011-01-05,89,0.226957
2011-01-05,190,0.226957
2011-01-05,169,0.226957
2011-01-05,132,0.226957
2011-01-05,89,0.226957
2011-01-05,43,0.226957
2011-01-05,42,0.226957
2011-01-05,19,0.226957
2011-01-06,11,0.204348
2011-01-06,4,0.204348
2011-01-06,2,0.204348
2011-01-06,1,0.204348
2011-01-06,4,0.204348
2011-01-06,36,0.204348
2011-01-06,95,0.204348
2011-01-06,219,0.204348
2011-01-06,122,0.204348
2011-01-06,45,0.204348
2011-01-06,59,0.204348
2011-01-06,84,0.204348
2011-01-06,67,0.204348
2011-01-06,70,0.204348
2011-01-06,62,0.204348
2011-01-06,86,0.204348
2011-01-06,172,0.204348
2011-01-06,163,0.204348
2011-01-06,112,0.204348
2011-01-06,69,0.204348
2011-01-06,48,0.204348
2011-01-06,52,0.204348
2011-01-06,23,0.204348
2011-01-07,17,0.196522
2011-01-07,7,0.196522
2011-01-07,1,0.196522
2011-01-07,1,0.196522
2011-01-07,5,0.196522
2011-01-07,34,0.196522
2011-01-07,84,0.196522
2011-01-07,210,0.196522
2011-01-07,134,0.196522
2011-01-07,63,0.196522
2011-01-07,67,0.196522
2011-01-07,59,0.196522
2011-01-07,73,0.196522
2011-01-07,50,0.196522
2011-01-07,72,0.196522
2011-01-07,87,0.196522
2011-01-07,187,0.196522
2011-01-07,123,0.196522
2011-01-07,95,0.196522
2011-01-07,51,0.196522
2011-01-07,39,0.196522
2011-01-07,36,0.196522
2011-01-07,15,0.196522
2011-01-08,25,0.165
2011-01-08,16,0.165
2011-01-08,16,0.165
2011-01-08,7,0.165
2011-01-08,1,0.165
2011-01-08,5,0.165
2011-01-08,2,0.165
2011-01-08,9,0.165
2011-01-08,15,0.165
2011-01-08,20,0.165
2011-01-08,61,0.165
2011-01-08,62,0.165
2011-01-08,98,0.165
2011-01-08,102,0.165
2011-01-08,95,0.165
2011-01-08,74,0.165
2011-01-08,76,0.165
2011-01-08,69,0.165
2011-01-08,55,0.165
2011-01-08,30,0.165
2011-01-08,28,0.165
2011-01-08,37,0.165
2011-01-08,34,0.165
2011-01-08,22,0.165
2011-01-09,25,0.138333
2011-01-09,12,0.138333
2011-01-09,11,0.138333
2011-01-09,4,0.138333
2011-01-09,1,0.138333
2011-01-09,1,0.138333
2011-01-09,1,0.138333
2011-01-09,6,0.138333
2011-01-09,10,0.138333
2011-01-09,19,0.138333
2011-01-09,49,0.138333
2011-01-09,49,0.138333
2011-01-09,83,0.138333
2011-01-09,75,0.138333
2011-01-09,72,0.138333
2011-01-09,82,0.138333
2011-01-09,92,0.138333
2011-01-09,62,0.138333
2011-01-09,48,0.138333
2011-01-09,41,0.138333
2011-01-09,38,0.138333
2011-01-09,20,0.138333
2011-01-09,15,0.138333
2011-01-09,6,0.138333
2011-01-10,5,0.150833
2011-01-10,1,0.150833
2011-01-10,3,0.150833
2011-01-10,1,0.150833
2011-01-10,3,0.150833
2011-01-10,3,0.150833
2011-01-10,31,0.150833
2011-01-10,77,0.150833
2011-01-10,188,0.150833
2011-01-10,94,0.150833
2011-01-10,31,0.150833
2011-01-10,30,0.150833
2011-01-10,52,0.150833
2011-01-10,54,0.150833
2011-01-10,47,0.150833
2011-01-10,45,0.150833
2011-01-10,74,0.150833
2011-01-10,178,0.150833
2011-01-10,155,0.150833
2011-01-10,95,0.150833
2011-01-10,74,0.150833
2011-01-10,38,0.150833
2011-01-10,24,0.150833
2011-01-10,18,0.150833
2011-01-11,12,0.169091
2011-01-11,3,0.169091
2011-01-11,3,0.169091
2011-01-11,6,0.169091
2011-01-11,27,0.169091
2011-01-11,99,0.169091
2011-01-11,217,0.169091
2011-01-11,130,0.169091
2011-01-11,54,0.169091
2011-01-11,35,0.169091
2011-01-11,57,0.169091
2011-01-11,52,0.169091
2011-01-11,63,0.169091
2011-01-11,47,0.169091
2011-01-11,76,0.169091
2011-01-11,136,0.169091
2011-01-11,95,0.169091
2011-01-11,51,0.169091
2011-01-11,32,0.169091
2011-01-11,20,0.169091
2011-01-11,29,0.169091
2011-01-11,19,0.169091
2011-01-12,7,0.172727
2011-01-12,6,0.172727
2011-01-12,1,0.172727
2011-01-12,5,0.172727
2011-01-12,16,0.172727
2011-01-12,54,0.172727
2011-01-12,128,0.172727
2011-01-12,81,0.172727
2011-01-12,39,0.172727
2011-01-12,35,0.172727
2011-01-12,55,0.172727
2011-01-12,49,0.172727
2011-01-12,44,0.172727
2011-01-12,49,0.172727
2011-01-12,68,0.172727
2011-01-12,139,0.172727
2011-01-12,137,0.172727
2011-01-12,83,0.172727
2011-01-12,56,0.172727
2011-01-12,57,0.172727
2011-01-12,33,0.172727
2011-01-12,20,0.172727
2011-01-13,7,0.165
2011-01-13,2,0.165
2011-01-13,2,0.165
2011-01-13,3,0.165
2011-01-13,4,0.165
2011-01-13,3,0.165
2011-01-13,28,0.165
2011-01-13,72,0.165
2011-01-13,202,0.165
2011-01-13,139,0.165
2011-01-13,38,0.165
2011-01-13,37,0.165
2011-01-13,52,0.165
2011-01-13,83,0.165
2011-01-13,42,0.165
2011-01-13,60,0.165
2011-01-13,78,0.165
2011-01-13,162,0.165
2011-01-13,144,0.165
2011-01-13,99,0.165
2011-01-13,64,0.165
2011-01-13,40,0.165
2011-01-13,30,0.165
2011-01-13,15,0.165
2011-01-14,14,0.16087
2011-01-14,5,0.16087
2011-01-14,1,0.16087
2011-01-14,1,0.16087
2011-01-14,8,0.16087
2011-01-14,17,0.16087
2011-01-14,70,0.16087
2011-01-14,158,0.16087
2011-01-14,117,0.16087
2011-01-14,44,0.16087
2011-01-14,53,0.16087
2011-01-14,61,0.16087
2011-01-14,77,0.16087
2011-01-14,64,0.16087
2011-01-14,68,0.16087
2011-01-14,90,0.16087
2011-01-14,159,0.16087
2011-01-14,139,0.16087
2011-01-14,92,0.16087
2011-01-14,68,0.16087
2011-01-14,52,0.16087
2011-01-14,36,0.16087
2011-01-14,27,0.16087
2011-01-15,28,0.233333
2011-01-15,20,0.233333
2011-01-15,12,0.233333
2011-01-15,8,0.233333
2011-01-15,5,0.233333
2011-01-15,1,0.233333
2011-01-15,3,0.233333
2011-01-15,10,0.233333
2011-01-15,23,0.233333
2011-01-15,33,0.233333
2011-01-15,59,0.233333
2011-01-15,72,0.233333
2011-01-15,89,0.233333
2011-01-15,101,0.233333
2011-01-15,118,0.233333
2011-01-15,129,0.233333
2011-01-15,128,0.233333
2011-01-15,83,0.233333
2011-01-15,84,0.233333
2011-01-15,74,0.233333
2011-01-15,41,0.233333
2011-01-15,57,0.233333
2011-01-15,26,0.233333
2011-01-15,44,0.233333
2011-01-16,39,0.231667
2011-01-16,23,0.231667
2011-01-16,16,0.231667
2011-01-16,15,0.231667
2011-01-16,1,0.231667
2011-01-16,2,0.231667
2011-01-16,1,0.231667
2011-01-16,3,0.231667
2011-01-16,18,0.231667
2011-01-16,32,0.231667
2011-01-16,79,0.231667
2011-01-16,93,0.231667
2011-01-16,104,0.231667
2011-01-16,118,0.231667
2011-01-16,91,0.231667
2011-01-16,113,0.231667
2011-01-16,99,0.231667
2011-01-16,105,0.231667
2011-01-16,67,0.231667
2011-01-16,61,0.231667
2011-01-16,57,0.231667
2011-01-16,28,0.231667
2011-01-16,21,0.231667
2011-01-16,18,0.231667
2011-01-17,17,0.175833
2011-01-17,16,0.175833
2011-01-17,8,0.175833
2011-01-17,2,0.175833
2011-01-17,3,0.175833
2011-01-17,1,0.175833
2011-01-17,5,0.175833
2011-01-17,13,0.175833
2011-01-17,33,0.175833
2011-01-17,47,0.175833
2011-01-17,57,0.175833
2011-01-17,64,0.175833
2011-01-17,80,0.175833
2011-01-17,93,0.175833
2011-01-17,86,0.175833
2011-01-17,93,0.175833
2011-01-17,82,0.175833
2011-01-17,71,0.175833
2011-01-17,92,0.175833
2011-01-17,60,0.175833
2011-01-17,33,0.175833
2011-01-17,27,0.175833
2011-01-17,13,0.175833
2011-01-17,4,0.175833
2011-01-18,3,0.216667
2011-01-18,22,0.216667
2011-01-18,28,0.216667
2011-01-18,35,0.216667
2011-01-18,61,0.216667
2011-01-18,125,0.216667
2011-01-18,133,0.216667
2011-01-18,99,0.216667
2011-01-18,83,0.216667
2011-01-18,41,0.216667
2011-01-18,33,0.216667
2011-01-18,20,0.216667
2011-01-19,3,0.292174
2011-01-19,7,0.292174
2011-01-19,3,0.292174
2011-01-19,2,0.292174
2011-01-19,7,0.292174
2011-01-19,32,0.292174
2011-01-19,90,0.292174
2011-01-19,197,0.292174
2011-01-19,109,0.292174
2011-01-19,47,0.292174
2011-01-19,52,0.292174
2011-01-19,70,0.292174
2011-01-19,78,0.292174
2011-01-19,75,0.292174
2011-01-19,82,0.292174
2011-01-19,104,0.292174
2011-01-19,197,0.292174
2011-01-19,161,0.292174
2011-01-19,112,0.292174
2011-01-19,76,0.292174
2011-01-19,59,0.292174
2011-01-19,59,0.292174
2011-01-19,28,0.292174
2011-01-20,13,0.261667
2011-01-20,5,0.261667
2011-01-20,2,0.261667
2011-01-20,1,0.261667
2011-01-20,1,0.261667
2011-01-20,6,0.261667
2011-01-20,35,0.261667
2011-01-20,101,0.261667
2011-01-20,249,0.261667
2011-01-20,143,0.261667
2011-01-20,57,0.261667
2011-01-20,68,0.261667
2011-01-20,84,0.261667
2011-01-20,98,0.261667
2011-01-20,81,0.261667
2011-01-20,70,0.261667
2011-01-20,91,0.261667
2011-01-20,215,0.261667
2011-01-20,185,0.261667
2011-01-20,152,0.261667
2011-01-20,126,0.261667
2011-01-20,57,0.261667
2011-01-20,56,0.261667
2011-01-20,31,0.261667
2011-01-21,21,0.1775
2011-01-21,6,0.1775
2011-01-21,2,0.1775
2011-01-21,1,0.1775
2011-01-21,1,0.1775
2011-01-21,5,0.1775
2011-01-21,27,0.1775
2011-01-21,68,0.1775
2011-01-21,217,0.1775
2011-01-21,166,0.1775
2011-01-21,63,0.1775
2011-01-21,59,0.1775
2011-01-21,78,0.1775
2011-01-21,73,0.1775
2011-01-21,62,0.1775
2011-01-21,65,0.1775
2011-01-21,97,0.1775
2011-01-21,161,0.1775
2011-01-21,120,0.1775
2011-01-21,96,0.1775
2011-01-21,53,0.1775
2011-01-21,41,0.1775
2011-01-21,34,0.1775
2011-01-21,27,0.1775
2011-01-22,13,0.0591304
2011-01-22,12,0.0591304
2011-01-22,11,0.0591304
2011-01-22,7,0.0591304
2011-01-22,3,0.0591304
2011-01-22,2,0.0591304
2011-01-22,8,0.0591304
2011-01-22,27,0.0591304
2011-01-22,40,0.0591304
2011-01-22,53,0.0591304
2011-01-22,63,0.0591304
2011-01-22,70,0.0591304
2011-01-22,84,0.0591304
2011-01-22,75,0.0591304
2011-01-22,103,0.0591304
2011-01-22,83,0.0591304
2011-01-22,67,0.0591304
2011-01-22,54,0.0591304
2011-01-22,59,0.0591304
2011-01-22,45,0.0591304
2011-01-22,39,0.0591304
2011-01-22,30,0.0591304
2011-01-22,33,0.0591304
2011-01-23,22,0.0965217
2011-01-23,13,0.0965217
2011-01-23,18,0.0965217
2011-01-23,5,0.0965217
2011-01-23,3,0.0965217
2011-01-23,1,0.0965217
2011-01-23,2,0.0965217
2011-01-23,19,0.0965217
2011-01-23,28,0.0965217
2011-01-23,58,0.0965217
2011-01-23,99,0.0965217
2011-01-23,116,0.0965217
2011-01-23,87,0.0965217
2011-01-23,110,0.0965217
2011-01-23,77,0.0965217
2011-01-23,65,0.0965217
2011-01-23,55,0.0965217
2011-01-23,49,0.0965217
2011-01-23,50,0.0965217
2011-01-23,35,0.0965217
2011-01-23,25,0.0965217
2011-01-23,28,0.0965217
2011-01-23,21,0.0965217
2011-01-24,7,0.0973913
2011-01-24,1,0.0973913
2011-01-24,1,0.0973913
2011-01-24,1,0.0973913
2011-01-24,5,0.0973913
2011-01-24,15,0.0973913
2011-01-24,84,0.0973913
2011-01-24,177,0.0973913
2011-01-24,102,0.0973913
2011-01-24,40,0.0973913
2011-01-24,46,0.0973913
2011-01-24,63,0.0973913
2011-01-24,60,0.0973913
2011-01-24,45,0.0973913
2011-01-24,57,0.0973913
2011-01-24,70,0.0973913
2011-01-24,184,0.0973913
2011-01-24,153,0.0973913
2011-01-24,106,0.0973913
2011-01-24,81,0.0973913
2011-01-24,59,0.0973913
2011-01-24,35,0.0973913
2011-01-24,24,0.0973913
2011-01-25,9,0.223478
2011-01-25,5,0.223478
2011-01-25,2,0.223478
2011-01-25,1,0.223478
2011-01-25,9,0.223478
2011-01-25,36,0.223478
2011-01-25,108,0.223478
2011-01-25,238,0.223478
2011-01-25,144,0.223478
2011-01-25,55,0.223478
2011-01-25,61,0.223478
2011-01-25,106,0.223478
2011-01-25,93,0.223478
2011-01-25,68,0.223478
2011-01-25,84,0.223478
2011-01-25,116,0.223478
2011-01-25,222,0.223478
2011-01-25,225,0.223478
2011-01-25,146,0.223478
2011-01-25,119,0.223478
2011-01-25,45,0.223478
2011-01-25,53,0.223478
2011-01-25,40,0.223478
2011-01-26,17,0.2175
2011-01-26,5,0.2175
2011-01-26,10,0.2175
2011-01-26,1,0.2175
2011-01-26,8,0.2175
2011-01-26,30,0.2175
2011-01-26,72,0.2175
2011-01-26,58,0.2175
2011-01-26,28,0.2175
2011-01-26,41,0.2175
2011-01-26,48,0.2175
2011-01-26,47,0.2175
2011-01-26,36,0.2175
2011-01-26,43,0.2175
2011-01-26,36,0.2175
2011-01-26,26,0.2175
2011-01-27,24,0.195
2011-01-27,84,0.195
2011-01-27,104,0.195
2011-01-27,79,0.195
2011-01-27,59,0.195
2011-01-27,38,0.195
2011-01-27,27,0.195
2011-01-27,16,0.195
2011-01-28,9,0.203478
2011-01-28,3,0.203478
2011-01-28,2,0.203478
2011-01-28,1,0.203478
2011-01-28,4,0.203478
2011-01-28,16,0.203478
2011-01-28,60,0.203478
2011-01-28,157,0.203478
2011-01-28,101,0.203478
2011-01-28,49,0.203478
2011-01-28,30,0.203478
2011-01-28,29,0.203478
2011-01-28,31,0.203478
2011-01-28,38,0.203478
2011-01-28,41,0.203478
2011-01-28,80,0.203478
2011-01-28,149,0.203478
2011-01-28,109,0.203478
2011-01-28,89,0.203478
2011-01-28,62,0.203478
2011-01-28,58,0.203478
2011-01-28,26,0.203478
2011-01-28,23,0.203478
2011-01-29,28,0.196522
2011-01-29,20,0.196522
2011-01-29,15,0.196522
2011-01-29,8,0.196522
2011-01-29,3,0.196522
2011-01-29,2,0.196522
2011-01-29,5,0.196522
2011-01-29,34,0.196522
2011-01-29,34,0.196522
2011-01-29,55,0.196522
2011-01-29,64,0.196522
2011-01-29,78,0.196522
2011-01-29,65,0.196522
2011-01-29,99,0.196522
2011-01-29,120,0.196522
2011-01-29,107,0.196522
2011-01-29,91,0.196522
2011-01-29,68,0.196522
2011-01-29,58,0.196522
2011-01-29,43,0.196522
2011-01-29,36,0.196522
2011-01-29,32,0.196522
2011-01-29,33,0.196522
2011-01-30,33,0.216522
2011-01-30,29,0.216522
2011-01-30,11,0.216522
2011-01-30,8,0.216522
2011-01-30,1,0.216522
2011-01-30,3,0.216522
2011-01-30,3,0.216522
2011-01-30,12,0.216522
2011-01-30,38,0.216522
2011-01-30,64,0.216522
2011-01-30,59,0.216522
2011-01-30,97,0.216522
2011-01-30,84,0.216522
2011-01-30,122,0.216522
2011-01-30,109,0.216522
2011-01-30,123,0.216522
2011-01-30,77,0.216522
2011-01-30,65,0.216522
2011-01-30,55,0.216522
2011-01-30,33,0.216522
2011-01-30,28,0.216522
2011-01-30,21,0.216522
2011-01-30,21,0.216522
2011-01-31,7,0.180833
2011-01-31,7,0.180833
2011-01-31,1,0.180833
2011-01-31,2,0.180833
2011-01-31,2,0.180833
2011-01-31,8,0.180833
2011-01-31,37,0.180833
2011-01-31,72,0.180833
2011-01-31,185,0.180833
2011-01-31,112,0.180833
2011-01-31,69,0.180833
2011-01-31,48,0.180833
2011-01-31,68,0.180833
2011-01-31,54,0.180833
2011-01-31,86,0.180833
2011-01-31,44,0.180833
2011-01-31,86,0.180833
2011-01-31,161,0.180833
2011-01-31,156,0.180833
2011-01-31,111,0.180833
2011-01-31,78,0.180833
2011-01-31,56,0.180833
2011-01-31,34,0.180833
2011-01-31,17,0.180833
2011-02-01,8,0.192174
2011-02-01,3,0.192174
2011-02-01,2,0.192174
2011-02-01,2,0.192174
2011-02-01,3,0.192174
2011-02-01,22,0.192174
2011-02-01,52,0.192174
2011-02-01,135,0.192174
2011-02-01,116,0.192174
2011-02-01,47,0.192174
2011-02-01,51,0.192174
2011-02-01,55,0.192174
2011-02-01,52,0.192174
2011-02-01,54,0.192174
2011-02-01,52,0.192174
2011-02-01,64,0.192174
2011-02-01,176,0.192174
2011-02-01,168,0.192174
2011-02-01,108,0.192174
2011-02-01,74,0.192174
2011-02-01,64,0.192174
2011-02-01,36,0.192174
2011-02-01,16,0.192174
2011-02-02,2,0.26
2011-02-02,3,0.26
2011-02-02,4,0.26
2011-02-02,1,0.26
2011-02-02,1,0.26
2011-02-02,3,0.26
2011-02-02,18,0.26
2011-02-02,49,0.26
2011-02-02,155,0.26
2011-02-02,123,0.26
2011-02-02,61,0.26
2011-02-02,52,0.26
2011-02-02,64,0.26
2011-02-02,75,0.26
2011-02-02,63,0.26
2011-02-02,76,0.26
2011-02-02,103,0.26
2011-02-02,190,0.26
2011-02-02,182,0.26
2011-02-02,91,0.26
2011-02-02,75,0.26
2011-02-02,63,0.26
2011-02-02,40,0.26
2011-02-02,32,0.26
2011-02-03,12,0.186957
2011-02-03,5,0.186957
2011-02-03,2,0.186957
2011-02-03,1,0.186957
2011-02-03,2,0.186957
2011-02-03,39,0.186957
2011-02-03,87,0.186957
2011-02-03,188,0.186957
2011-02-03,133,0.186957
2011-02-03,52,0.186957
2011-02-03,64,0.186957
2011-02-03,69,0.186957
2011-02-03,51,0.186957
2011-02-03,47,0.186957
2011-02-03,60,0.186957
2011-02-03,78,0.186957
2011-02-03,175,0.186957
2011-02-03,147,0.186957
2011-02-03,96,0.186957
2011-02-03,109,0.186957
2011-02-03,54,0.186957
2011-02-03,41,0.186957
2011-02-03,38,0.186957
2011-02-04,13,0.211304
2011-02-04,7,0.211304
2011-02-04,1,0.211304
2011-02-04,1,0.211304
2011-02-04,7,0.211304
2011-02-04,28,0.211304
2011-02-04,87,0.211304
2011-02-04,220,0.211304
2011-02-04,127,0.211304
2011-02-04,51,0.211304
2011-02-04,64,0.211304
2011-02-04,86,0.211304
2011-02-04,82,0.211304
2011-02-04,91,0.211304
2011-02-04,90,0.211304
2011-02-04,99,0.211304
2011-02-04,205,0.211304
2011-02-04,155,0.211304
2011-02-04,103,0.211304
2011-02-04,71,0.211304
2011-02-04,43,0.211304
2011-02-04,46,0.211304
2011-02-04,31,0.211304
2011-02-05,39,0.233333
2011-02-05,18,0.233333
2011-02-05,17,0.233333
2011-02-05,11,0.233333
2011-02-05,8,0.233333
2011-02-05,9,0.233333
2011-02-05,4,0.233333
2011-02-05,4,0.233333
2011-02-05,10,0.233333
2011-02-05,20,0.233333
2011-02-05,34,0.233333
2011-02-05,47,0.233333
2011-02-05,52,0.233333
2011-02-05,72,0.233333
2011-02-05,55,0.233333
2011-02-05,60,0.233333
2011-02-05,71,0.233333
2011-02-05,78,0.233333
2011-02-05,83,0.233333
2011-02-05,84,0.233333
2011-02-05,69,0.233333
2011-02-05,56,0.233333
2011-02-05,45,0.233333
2011-02-05,59,0.233333
2011-02-06,39,0.285833
2011-02-06,44,0.285833
2011-02-06,20,0.285833
2011-02-06,13,0.285833
2011-02-06,2,0.285833
2011-02-06,1,0.285833
2011-02-06,1,0.285833
2011-02-06,8,0.285833
2011-02-06,23,0.285833
2011-02-06,45,0.285833
2011-02-06,89,0.285833
2011-02-06,117,0.285833
2011-02-06,174,0.285833
2011-02-06,182,0.285833
2011-02-06,161,0.285833
2011-02-06,182,0.285833
2011-02-06,157,0.285833
2011-02-06,121,0.285833
2011-02-06,78,0.285833
2011-02-06,21,0.285833
2011-02-06,26,0.285833
2011-02-06,27,0.285833
2011-02-06,62,0.285833
2011-02-06,30,0.285833
2011-02-07,15,0.271667
2011-02-07,5,0.271667
2011-02-07,3,0.271667
2011-02-07,1,0.271667
2011-02-07,2,0.271667
2011-02-07,10,0.271667
2011-02-07,30,0.271667
2011-02-07,95,0.271667
2011-02-07,230,0.271667
2011-02-07,118,0.271667
2011-02-07,55,0.271667
2011-02-07,47,0.271667
2011-02-07,66,0.271667
2011-02-07,64,0.271667
2011-02-07,60,0.271667
2011-02-07,50,0.271667
2011-02-07,114,0.271667
2011-02-07,216,0.271667
2011-02-07,175,0.271667
2011-02-07,128,0.271667
2011-02-07,88,0.271667
2011-02-07,78,0.271667
2011-02-07,37,0.271667
2011-02-07,25,0.271667
2011-02-08,10,0.220833
2011-02-08,4,0.220833
2011-02-08,2,0.220833
2011-02-08,1,0.220833
2011-02-08,3,0.220833
2011-02-08,2,0.220833
2011-02-08,39,0.220833
2011-02-08,100,0.220833
2011-02-08,243,0.220833
2011-02-08,135,0.220833
2011-02-08,48,0.220833
2011-02-08,50,0.220833
2011-02-08,65,0.220833
2011-02-08,50,0.220833
2011-02-08,64,0.220833
2011-02-08,51,0.220833
2011-02-08,83,0.220833
2011-02-08,176,0.220833
2011-02-08,152,0.220833
2011-02-08,101,0.220833
2011-02-08,56,0.220833
2011-02-08,54,0.220833
2011-02-08,29,0.220833
2011-02-08,12,0.220833
2011-02-09,17,0.134783
2011-02-09,7,0.134783
2011-02-09,3,0.134783
2011-02-09,2,0.134783
2011-02-09,7,0.134783
2011-02-09,43,0.134783
2011-02-09,99,0.134783
2011-02-09,199,0.134783
2011-02-09,123,0.134783
2011-02-09,59,0.134783
2011-02-09,41,0.134783
2011-02-09,61,0.134783
2011-02-09,69,0.134783
2011-02-09,58,0.134783
2011-02-09,64,0.134783
2011-02-09,79,0.134783
2011-02-09,166,0.134783
2011-02-09,170,0.134783
2011-02-09,88,0.134783
2011-02-09,84,0.134783
2011-02-09,83,0.134783
2011-02-09,46,0.134783
2011-02-09,37,0.134783
2011-02-10,16,0.144348
2011-02-10,7,0.144348
2011-02-10,3,0.144348
2011-02-10,1,0.144348
2011-02-10,6,0.144348
2011-02-10,26,0.144348
2011-02-10,99,0.144348
2011-02-10,178,0.144348
2011-02-10,122,0.144348
2011-02-10,35,0.144348
2011-02-10,45,0.144348
2011-02-10,69,0.144348
2011-02-10,62,0.144348
2011-02-10,48,0.144348
2011-02-10,50,0.144348
2011-02-10,80,0.144348
2011-02-10,165,0.144348
2011-02-10,160,0.144348
2011-02-10,112,0.144348
2011-02-10,97,0.144348
2011-02-10,72,0.144348
2011-02-10,51,0.144348
2011-02-10,34,0.144348
2011-02-11,14,0.189091
2011-02-11,7,0.189091
2011-02-11,3,0.189091
2011-02-11,4,0.189091
2011-02-11,24,0.189091
2011-02-11,74,0.189091
2011-02-11,216,0.189091
2011-02-11,140,0.189091
2011-02-11,44,0.189091
2011-02-11,64,0.189091
2011-02-11,71,0.189091
2011-02-11,110,0.189091
2011-02-11,84,0.189091
2011-02-11,74,0.189091
2011-02-11,125,0.189091
2011-02-11,211,0.189091
2011-02-11,174,0.189091
2011-02-11,101,0.189091
2011-02-11,63,0.189091
2011-02-11,47,0.189091
2011-02-11,43,0.189091
2011-02-11,53,0.189091
2011-02-12,30,0.2225
2011-02-12,24,0.2225
2011-02-12,15,0.2225
2011-02-12,10,0.2225
2011-02-12,4,0.2225
2011-02-12,1,0.2225
2011-02-12,2,0.2225
2011-02-12,11,0.2225
2011-02-12,30,0.2225
2011-02-12,43,0.2225
2011-02-12,84,0.2225
2011-02-12,114,0.2225
2011-02-12,120,0.2225
2011-02-12,135,0.2225
2011-02-12,120,0.2225
2011-02-12,174,0.2225
2011-02-12,145,0.2225
2011-02-12,137,0.2225
2011-02-12,64,0.2225
2011-02-12,41,0.2225
2011-02-12,40,0.2225
2011-02-12,51,0.2225
2011-02-12,45,0.2225
2011-02-12,32,0.2225
2011-02-13,39,0.316522
2011-02-13,24,0.316522
2011-02-13,20,0.316522
2011-02-13,12,0.316522
2011-02-13,2,0.316522
2011-02-13,5,0.316522
2011-02-13,3,0.316522
2011-02-13,12,0.316522
2011-02-13,47,0.316522
2011-02-13,105,0.316522
2011-02-13,112,0.316522
2011-02-13,152,0.316522
2011-02-13,154,0.316522
2011-02-13,161,0.316522
2011-02-13,162,0.316522
2011-02-13,134,0.316522
2011-02-13,125,0.316522
2011-02-13,95,0.316522
2011-02-13,61,0.316522
2011-02-13,47,0.316522
2011-02-13,51,0.316522
2011-02-13,36,0.316522
2011-02-13,30,0.316522
2011-02-14,11,0.415
2011-02-14,7,0.415
2011-02-14,2,0.415
2011-02-14,2,0.415
2011-02-14,2,0.415
2011-02-14,3,0.415
2011-02-14,26,0.415
2011-02-14,98,0.415
2011-02-14,256,0.415
